Codice,Varieta,Codice del clone,Nome del clone,Data di approvazione,Costitutore,Sinonimi,Annotazioni,Gazzetta ufficiale,Data G.U.
346,VIOGNIER B.,004,I - VCR 272,2020-06-09,2,,,G.U. 152,2020-06-17
347,ABRUSCO N.,,,1999-10-11,,,,G.U. 73,2000-03-28
348,BONDA N.,,,1999-10-11,,,,G.U. 73,2000-03-28
349,CROVASSA N.,,,1999-10-11,,,,G.U. 73,2000-03-28
350,DIOLINOIR N.,,,1999-10-11,,,,G.U. 73,2000-03-28
351,GAMARET N.,,,1999-10-11,,,,G.U. 73,2000-03-28
352,GARANOIR N.,,,1999-10-11,,,,G. U. 73,2000-03-28
353,MORONE N.,,,1999-10-11,,,,G.U. 73,2000-03-28
354,NER D'ALA N.,,,1999-10-11,,,,G.U. 73,2000-03-28
355,ROUSSIN N.,,,1999-10-11,,,,G.U. 73,2000-03-08
356,VUILLERMIN N.,,,1999-10-11,,,,G.U. 73,2000-03-28
357,UVA LONGANESI N.,,,2000-12-06,,,,G.U. 170,2001-07-24
357,UVA LONGANESI N.,001,I - Ampelos DGV 1,2008-06-23,60/65,,,G.U. 194,2008-08-20
358,OSELETA N.,,,2000-12-06,,,,G.U. 170,2001-07-24
358,OSELETA N.,001,I - VITIVER 1,2014-10-20,98-99,,,G.U. 258,2014-06-11
359,GLERA LUNGA B.,,,2000-12-06,,"GLERA*, SERPRINO **",*Ai soli fini della designazione ** Ai soli fini della designazione dei vini DO e IGT della Provincia di Padova,G.U. 170,2001-07-24
359,GLERA LUNGA B.,001,I - VCR 50,2001-11-06,2,,,G.U. 297,2001-12-22
359,GLERA LUNGA B.,002,I - VCR 90,2001-11-06,2,,,G.U. 297,2001-12-22
359,GLERA LUNGA B.,003,I - ISV 2,2001-11-06,1,,,G.U. 297,2001-12-22
359,GLERA LUNGA B.,004,I - ISV 3,2001-11-06,1,,,G.U. 297,2001-12-22
359,GLERA LUNGA B.,005,I - VCR 40,2002-05-15,2,,,G.U. 165,2002-07-16
360,LAMBRUSCO OLIVA N.,,,2000-12-06,,,,G.U. 170,2001-07-24
360,LAMBRUSCO OLIVA N.,001,I - Ampelos DGV 3,2012-03-23,65/78/60,,,G. U. 137,2012-06-14
361,NEGROAMARO PRECOCE N.,,,2000-12-06,,,,G.U. 170,2001-07-24
362,NASCETTA B.,,,2001-11-06,,,,G.U. 297,2001-12-22
363,MALVASIA NERA LUNGA N.,,,2002-05-15,,,,G.U. 165,2002-07-16
364,SPERGOLA B.,,,2002-05-15,,,,G.U. 165,2002-07-16
364,SPERGOLA B.,001,I - AMPELOS DGV 7,2019-05-23,60/65,,,G.U. 132,2019-06-07
365,CASAVECCHIA N.,,,2002-05-15,,,,G.U. 165,2002-07-16
365,CASAVECCHIA N.,001,I - VCR 435,2021-02-10,2,,,G.U. 43,2021-02-20
366,SENNEN N.,,,2002-05-15,,,,G.U. 165,2002-07-16
367,GOSEN N.,,,2002-05-15,,,,G. U. 165,2002-07-16
368,GOLDTRAMINER B.,,,2002-05-15,,,,G. U. 165,2002-07-16
368,GOLDTRAMINER B.,001,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
369,CASETTA N.,,,2002-05-15,,,,G.U. 165,2002-07-16
370,UVALINO N.,,,2002-05-15,,,,G.U. 165,2002-07-16
371,PUGNITELLO N.,,,2002-05-15,,,,G.U. 165,2002-07-16
371,PUGNITELLO N.,001,I - PU-PA-1,2007-01-09,15/9,,,G.U. 38,2007-02-15
372,TINTILIA N.,,,2002-11-27,,,,G.U. 19,2003-01-24
372,TINTILIA N.,001,I - VCR 134,2018-05-30,2,,,G.U. 133,2018-06-11
373,BECUET N.,,,2003-07-09,,,,G.U. 241,2003-10-16
374,ROSSESE BIANCO B.,,,2003-07-09,,,,G.U. 241,2003-10-16
375,MANZONI MOSCATO N.,,,2003-07-09,,INCROCIO MANZONI 13.0.25,,G.U. 241,2003-10-16
376,MANZONI ROSA Rs.,,,2003-07-09,,INCROCIO MANZONI 1-50,,G.U. 241,2003-10-16
377,SCIMISCIA' B.,,,2003-07-09,,,,G.U. 241,2003-10-16
378,CENTESIMINO N.,,,2004-05-07,,,,G.U. 242,2004-10-14
378,CENTESIMINO N.,001,I - Ampelos DGV 8,2018-02-02,65-60,,,G.U. 39,2018-02-16
379,CHATUS N.,,,2004-05-07,,,,G.U. 242,2004-10-14
380,GROPPELLO DI REVO N.,,,2004-05-07,,,,G.U. 242,2004-10-14
381,PALLAGRELLO BIANCO B.,,,2004-05-07,,,,G.U. 242,2004-10-14
381,PALLAGRELLO BIANCO B.,001,I - VCR 197,2021-02-10,2,,,G.U. 43,2021-02-20
382,PALLAGRELLO NERO N.,,,2004-05-07,,,,G.U. 242,2004-10-14
382,PALLAGRELLO NERO N.,001,I - VCR194,2022-04-12,,,,G.U.106,2022-05-07
383,FENILE B.,,,2005-06-09,,,,G.U. 210,2005-09-09
384,GINESTRA B.,,,2005-06-09,,,,G.U. 210,2005-09-09
385,PEPELLA B.,,,2005-06-09,,,,G.U. 210,2005-09-09
386,RIPOLO B.,,,2005-06-09,,,,G.U. 210,2005-09-09
387,TRONTO N.,,,2005-06-09,,,,G.U. 210,2005-09-09
388,CIVIDIN B.,,,2006-02-02,,,,G.U. 61,2006-03-14
389,MONDEUSE N.,,,2006-02-02,,,,G.U. 61,2006-03-14
390,CJANORIE N.,,,2006-02-02,,,,G.U. 61,2006-03-14
391,CHENIN B.,,,2006-02-02,,,,G.U. 61,2006-03-14
391,CHENIN B.,001,I - ISV - R 4,2006-02-02,1/2,,,G.U. 61,2006-03-14
391,CHENIN B.,002,I - VCR 494,2022-04-12,2,,,G.U. 106,2022-05-07
391,CHENIN B.,003,I - VCR 497,2022-04-12,2,,,G.U. 106,2022-05-07
392,MORADELLA N.,,,2006-02-02,,,,G.U. 61,2006-03-14
393,FOGARINA N.,,,2007-01-09,,,,G.U. 38,2007-02-15
394,PERLA DEI VIVI N.,,,2007-01-09,,,,G.U. 38,2007-02-15
395,TERMARINA N.,,,2007-01-09,,,,G.U. 38,2007-02-15
396,ZWEIGELT N.,,,2007-01-09,,,,G.U. 38,2007-02-15
397,ORPICCHIO B.,,,2007-01-09,,,,G.U. 38,2007-02-15
398,CATALANESCA B.,,,2007-01-09,,,,G.U. 38,2007-02-15
399,LAGARINO B.,,,2007-01-09,,,,G.U. 38,2007-02-15
400,MERLESE N.,,,2007-01-09,,,,G.U. 38,2007-02-15
400,MERLESE N.,001,I - CAB 1,2007-01-09,8,,,G.U. 38,2007-02-15
401,VERDEALBARA B.,,,2007-01-09,,(418) ERBAMAT,,G.U. 38,2007-02-15
402,PETIT MANSENG B.,,,2007-01-09,,,,G.U. 38,2007-02-15
403,GAMBA ROSSA N.,,,2007-09-19,,IMPERATRICE DALLA GAMBA ROSSA,,G.U. 253,2007-10-30
404,LAMBRUSCO BARGHI N.,,,2007-09-19,,,,G.U. 253,2007-10-30
405,CAVRARA N.,,,2007-09-19,,,,G.U. 253,2007-10-30
406,CORBINA N.,,,2007-09-19,,CORBINELLA,,G.U. 253,2007-10-30
407,GRAPARIOL B.,,,2007-09-19,,,,G. U. 253,2007-10-30
408,MARZEMINA GROSSA N.,,,2007-09-19,,MARZEMINA BASTARDA,,G.U. 253,2007-10-30
409,RECANTINA N.,,,2007-09-19,,,,G.U. 253,2007-10-30
410,TURCHETTA N.,,,2007-09-19,,,,G.U. 253,2007-10-30
411,SLARINA N.,,,2007-09-19,,,,G.U. 253,2007-10-30
412,SANFORTE N.,,,2007-09-19,,,,G.U. 253,2007-10-30
413,BARATUCIAT B.,,,2008-06-23,,,,G.U. 194,2008-08-20
414,CORDENOSSA N.,,,2008-06-23,,,,G.U. 194,2008-08-20
415,VERNACCIA NERA GROSSA N.,,,2008-06-23,,,,G.U. 194,2008-08-20
416,BRONNER B.,,,2009-03-27,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 146,2009-06-26
417,CAPOLONGO B.,,,2009-03-27,,,,G.U. 146,2009-06-26
418,ERBAMAT B.,,,2009-03-27,,(401) VERDEALBARA B.,,G.U. 146,2009-06-26
418,ERBAMAT B.,001,I - CF-1305,2023-01-30,58,,,G.U. 46,2023-02-23
418,ERBAMAT B.,002,I - CF-1312,2023-01-30,58,,,G.U. 46,2023-02-23
419,ERBANNO N.,,,2009-03-27,,(224) SCHIAVA N.,,G.U. 146,2009-06-26
420,FAMOSO B.,,,2009-03-27,,,,G.U. 146,2009-06-26
420,FAMOSO B.,001,I - Ampelos BS 1,2014-05-15,60/93,,,G.U. 127,2014-06-04
421,LECINARO N.,,,2009-03-27,,,,G.U. 146,2009-06-26
422,MAIOLINA N.,,,2009-03-27,,,,G.U. 146,2009-06-26
423,MAOR B.,,,2009-03-27,,,,G.U. 146,2009-06-26
424,MATURANO B.,,,2009-03-27,,,,G.U. 146,2009-06-26
425,MOSCATO OTTONEL B.,,,2009-03-27,,,,G.U. 146,2009-06-26
425,MOSCATO OTTONEL B.,001,I - CRAVIT-ERSA FVG 130,2009-03-27,23/1,,,G.U. 146,2009-06-26
425,MOSCATO OTTONEL B.,002,I - VCR 168,2022-04-12,2,,,G.U. 106,2022-05-07
425,MOSCATO OTTONEL B.,003,I - VCR 169,2022-04-12,2,,,G.U. 106,2022-05-07
426,PAMPANARO B.,,,2009-03-27,,,,G.U. 146,2009-06-26
427,PAOLINA B.,,,2009-03-27,,,,G.U. 146,2009-06-26
428,REGENT N.,,,2009-03-27,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 146,2009-06-26
429,ROSCIOLA Rs.,,,2009-03-27,,,,G.U. 146,2009-06-26
430,ROVIELLO B.,,,2009-03-27,,,,G.U. 146,2009-06-26
431,RUGGINE B.,,,2009-03-27,,,,G.U. 146,2009-06-26
432,RUZZESE B.,,,2009-03-27,,,,G.U. 146,2009-06-26
433,SERBINA N.,,,2009-03-27,,(246) TURCA N.,,G.U. 146,2009-06-26
434,TREBBIANINA B.,,,2009-03-27,,,,G.U. 146,2009-06-26
435,UVA DEL FANTINI N.,,,2009-03-27,,,,G.U. 146,2009-06-26
436,UVA DEL TUNDE' N.,,,2009-03-27,,,,G.U. 146,2009-06-26
437,VERNACCINA B.,,,2009-03-27,,,,G.U. 146,2009-06-26
438,VERUCCESE N.,,,2009-03-27,,,,G.U. 146,2009-06-26
439,CELTICA B.,,,2010-05-28,,,,G. U. 189,2010-08-14
440,GRATENA N.,,,2010-05-28,,(110) INCROCIO TERZI N.1 N.,,G. U. 189,2010-08-14
441,MORNASCA N.,,,2010-05-28,,,,G. U. 189,2010-08-14
442,PLINIANA N.,,,2010-05-28,,,,G. U. 189,2010-08-14
443,ROSSONE N.,,,2010-05-28,,,,G. U. 189,2010-08-14
443,ROSSONE N.,001,I - VCR 63,2010-05-28,2,,,G. U. 189,2010-08-14
444,TINTORE N.,,,2010-05-28,,,,G. U. 189,2010-08-14
445,VIRGILIO B.,,,2010-05-28,,,,G. U. 189,2010-08-14
446,ANTINELLO B.,,,2011-04-22,,,,G. U. 170,2011-07-23
446,ANTINELLO B.,001,I - CRSFA - Regione Puglia E613,2020-01-07,66-71-11-80,,,G.U. 16,2020-01-21
447,CORNACCHIA N.,,,2011-04-22,,,,G. U. 170,2011-07-23
448,GRERO N.,,,2011-04-22,,Grero,,G. U. 170,2011-07-23
449,INCROCIO MANZONI 2-14 N.,,,2011-04-22,,,,G. U. 170,2011-07-23
450,INCROCIO MANZONI 2-3 B.,,,2011-04-22,,,,G. U. 170,2011-07-23
451,LAMBRUSCO BENETTI N.,,,2011-04-22,,,,G. U. 170,2011-07-23
452,LANZESA B.,,,2011-04-22,,,,G. U. 170,2011-07-23
453,MARCHIONE B.,,,2011-04-22,,,,G. U. 170,2011-07-23
453,MARCHIONE B.,001,I - CRSFA - Regione Puglia F16,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
454,MARESCO B.,,,2011-04-22,,,,G. U. 170,2011-07-23
454,MARESCO B.,001,I - CRSFA - Regione Puglia C79,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
455,MINUTOLO B.,,,2011-04-22,,,,G. U. 170,2011-07-23
455,MINUTOLO B.,001,I - CRSA - Regione Puglia B7,2011-04-22,66/71/11/80,,,G. U. 170,2011-07-23
455,MINUTOLO B.,002,I - CRSA - Regione Puglia B11,2011-04-22,66/71/11/80,,,G. U. 170,2011-07-23
455,MINUTOLO B.,003,I - CRSFA - Regione Puglia B29,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
455,MINUTOLO B.,004,I - CRSFA - Regione Puglia B34,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
456,PELAGOS N.,,,2011-04-22,,,,G. U. 170,2011-07-23
457,SAINT LAURENT N.,,,2011-04-22,,,,G. U. 170,2011-07-23
458,SCARSAFOGLIA B.,,,2011-04-22,,,,G. U. 170,2011-07-23
459,SOMARELLO ROSSO N.,,,2011-04-22,,,,G. U. 170,2011-07-23
459,SOMARELLO ROSSO N.,001,I - CRSA - Regione Puglia D 282,2011-04-22,66/71/11/80,,,G. U. 170,2011-07-23
460,DORONA B.,,,2012-03-23,,(276) Incrocio Bianco FEDIT 51 C.S.G. B.,,G. U. 137,2012-06-14
461,GRUAJA N.,,,2012-03-23,,,,G. U. 137,2012-06-14
462,MALVASIA MOSCATA B.,,,2012-03-23,,,,G. U. 137,2012-06-14
463,GAROFANATA B.,,,2012-11-22,,,,G.U. 60,2013-03-12
464,GRADO' B.,,,2012-11-22,,,,G.U. 60,2013-03-12
465,CABERNET CARBON N.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
466,CABERNET CORTIS N.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
467,GUARNACCINO N.,,,2013-07-10,,,,G. U. 186,2013-08-09
468,HELIOS B.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
469,JOHANNITER B.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
470,PRIOR N.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
471,SOLARIS B.,,,2013-07-10,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G. U. 186,2013-08-09
472,SPIGAMONTI N.,,,2013-07-10,,,,G. U. 186,2013-08-09
472,SPIGAMONTI N.,001,I - Enotria 77,2020-06-09,59,,,G.U. 152,2020-06-17
473,BIANCACCIA B.,,,2013-09-27,,,,G. U. 241,2013-10-14
474,GRAPPELLO RUBERTI N.,,,2013-09-27,,Lambrusco viadanese,,G. U. 241,2013-10-14
475,ROSSETTA DI MONTAGNA Rs.,,,2013-09-27,,,,G. U. 241,2013-10-14
476,ALBARINO B.,,,2014-05-15,,,,G.U. 127,2014-06-04
476,ALBARINO B.,001,I - VCR 33,2019-05-23,2,,,G.U. 132,2019-06-07
476,ALBARINO B.,002,I - VCR 34,2019-05-23,2,,,G.U. 132,2019-06-07
476,ALBARINO B.,003,I - VCR 35,2019-05-23,2,,,G.U. 132,2019-06-07
477,ARINARNOA N.,,,2014-05-15,,,,G.U. 127,2014-06-04
478,CESENESE NERO N.,,,2014-05-15,,,,G.U. 127,2014-06-04
479,FUMAT N.,,,2014-05-15,,,,G.U. 127,2014-06-04
480,IASMA ECO 1 N.,,,2014-05-15,,,,G.U. 127,2014-06-04
481,IASMA ECO 2 N.,,,2014-05-15,,,,G.U. 127,2014-06-04
482,IASMA ECO 3 B.,,,2014-05-15,,,,G.U.127,2014-06-04
483,IASMA ECO 4 B.,,,2014-05-15,,,,G.U. 127,2014-06-04
484,IRSAI OLIVER B.,,,2014-05-15,,,,G.U. 127,2014-06-04
484,IRSAI OLIVER B.,001,I - VCR  189,2017-10-05,2,,,G.U. 256,2017-11-02
485,MARSELAN N.,,,2014-05-15,,,,G.U. 127,2014-06-04
485,MARSELAN N.,001,I - VCR 498,2021-02-10,2,,,G.U. 43,2021-02-20
486,PALAVA B.,,,2014-05-15,,,,G.U. 127,2014-06-04
486,PALAVA B.,001,I - VCR 197,2015-12-30,2,,,G.U. 16,2016-01-21
487,REFOSCO BIANCO B.,,,2014-05-15,,,,G.U. 127,2014-06-04
488,SAGRESTANA B.,,,2014-05-15,,,,G.U. 127,2014-06-04
489,VERDEJO B.,,,2014-05-15,,,,G.U. 127,2014-06-04
490,BELLAGNA N.,,,2014-10-20,,UVA CAGNA,,G.U. 258,2014-06-11
491,BRAGAT ROSA N.,,,2014-10-20,,,,G.U. 258,2014-06-11
492,CABRUSINA N.,,,2014-10-20,,,,G.U. 258,2014-06-11
493,CAPRETTONE B.,,,2014-10-20,,,,G.U. 258,2014-06-11
494,MANTONICO BIANCO B.,,,2014-10-20,,,,G.U. 258,2014-06-11
495,MUSCARIS B.,,,2014-10-20,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 258,2014-06-11
496,SOUVIGNIER GRIS B.,,,2014-10-20,,,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 258,2014-06-11
497,FLEURTAI B.,,,2015-04-03,,UD-34.111,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 103,2015-05-06
498,JULIUS N.,,,2015-04-03,,UD-36.030,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 103,2015-05-06
499,MONTANERA N.,,,2015-04-03,,,,G.U. 103,2015-05-06
500,SORELI B.,,,2015-04-03,,UD-34.113,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6, decreto legislativo n. 61/2010",G.U. 103,2015-05-06
831,ALVAREGA B.,,,2018-11-21,,,,G.U. 279,2018-11-30
832,ARGU MANNU B.,,,2018-11-21,,,,G.U. 279,2018-11-30
833,BIAN VER B.,,,2018-11-21,,VERDESSE B.,,G.U. 279,2018-11-30
834,BIANCA REMUNGIA B.,,,2018-11-21,,,,G.U. 279,2018-11-30
835,BLATTERLE B.,,,2018-11-21,,,,G.U. 279,2018-11-30
836,CODRONISCA B.,,,2018-11-21,,,,G.U. 279,2018-11-30
837,CRANACCIA ARUSSA B.,,,2018-11-21,,,,G.U. 279,2018-11-30
838,CUCCUAU B.,,,2018-11-21,,,,G.U. 279,2018-11-30
839,FIUDEDDA N.,,,2018-11-21,,,,G.U. 279,2018-11-30
840,CABERNET EIDOS N.,,,2015-08-04,,UD-58.083,"Uve non utilizzabili per i vini a denominazione di origine ex art. 8, comma 6. D.Lgs 61/2010",G.U. 199,2015-08-28
841,CABERNET VOLOS N.,,,2015-08-04,,UD-32.078,"Uve non utilizzabili per i vini a denominazione di origine ex art.8, comma 6, D.Lgs 61/2010.",G.U. 199,2015-08-28
842,MERLOT KANTHUS N.,,,2015-08-04,,UD-31.122,Uve non utilizzabili per i vini a denominazione di origine ex art. 6. D.Lgs 61/2010.,G.U. 199,2015-08-28
843,MERLOT KHORUS N.,,,2015-08-04,,UD-31.125,Uve non utilizzabili per i vini a denominazione di origine ex art. 6. D.Lgs 61/2010.,G.U. 199,2015-08-28
844,SAUVIGNON KRETOS B.,,,2015-08-04,,UD-76.026,Uve non utilizzabili per i vini a denominazione di origine ex art. 6. D.Lgs 61/2010,G.U. 199,2015-08-28
845,SAUVIGNON NEPIS B.,,,2015-08-04,,UD-55.098,Uve non utilizzabili per i vini a denominazione di origine ex art. 6. D.Lgs 61/2010,G.U. 199,2015-08-28
846,SAUVIGNON RYTOS B.,,,2015-08-04,,UD-55.100,Uve non utilizzabili per i vini a denominazione di origine ex art. 6. D.Lgs 61/2010,G.U. 199,2015-08-28
847,GRAND NOIR N.,,,2015-12-30,,,,G.U. 16,2016-01-21
848,MOURVEDRE N.,,,2015-12-30,,Monastrell,,G.U. 16,2016-01-21
848,MOURVEDRE N.,001,I - VCR 227,2023-06-19,2,,,G.U. 170,2023-07-22
848,MOURVEDRE N.,002,I - VCR 231,2023-06-19,2,,,G.U. 170,2023-07-22
849,ALBANA ROSA Rs.,,,2016-06-08,,,,G.U. 155,2016-07-05
850,FESTASIO N.,,,2016-06-08,,,,G.U. 155,2016-07-05
851,LAMBRUSCO DEL PELLEGRINO N.,,,2016-06-08,,,,G.U. 155,2016-07-05
852,MERERA N.,,,2016-06-08,,,,G.U. 155,2016-07-05
852,MERERA N.,001,I - BS - C1,2022-04-12,7/33,,,G.U. 106,2022-05-07
852,MERERA N.,002,I - BS - C2,2022-04-12,7/33,,,G.U. 106,2022-05-07
853,PASSERETTA B.,,,2016-06-08,,,,G.U. 155,2016-07-05
854,MORELLONE N.,,,2016-12-28,,,,G.U. 8,2017-01-11
855,NEGRONE N.,,,2016-12-28,,,,G.U. 8,2017-01-11
856,MALVASIA CASALINI B.,,,2017-10-05,,,,G.U. 256,2017-11-02
857,MOSCATO D AMBURGO N.,,,2017-10-05,,,,G.U. 256,2017-11-02
857,MOSCATO D AMBURGO N.,001,I - VCR 493,2017-10-05,2,,,G.U. 256,2017-11-02
857,MOSCATO D AMBURGO N.,002,I - VCR 494,2017-10-05,2,,,G.U. 256,2017-11-02
858,NOCCHIANELLO BIANCO B.,,,2017-10-05,,,,G.U. 256,2017-11-02
859,NOCCHIANELLO NERO N.,,,2017-10-05,,,,G.U. 256,2017-11-02
860,TINTORIA N.,,,2018-05-30,,,,G.U. 133,2018-06-11
860,TINTORIA N.,001,I - VCR 420,2018-05-30,2,,,G.U. 133,2018-06-11
861,FRAUELER B.,,,2018-11-21,,,,G.U. 279,2018-11-30
862,FURNER N.,,,2018-11-21,,,,G.U. 279,2018-11-30
863,GRALIMA N.,,,2018-11-21,,,,G.U.279,2018-11-30
864,GREGU NIEDDU N.,,,2018-11-21,,,,G.U.279,2018-11-30
865,INZOLIA NERA N.,,,2018-11-21,,,,G.U. 279,2018-11-30
866,LICRONAXU B.,,,2018-11-21,,,,G.U. 279,2018-11-30
867,LISEIRET B.,,,2018-11-21,,,,G.U. 279,2018-11-30
868,LUCIGNOLA N.,,,2018-11-21,,,,G.U. 279,2018-11-30
869,MARA BIANCA B.,,,2018-11-21,,,,G.U. 279,2018-11-30
870,MEDRULINU N.,,,2018-11-21,,,,G.U. 279,2018-11-30
871,NERA DEL PONTE N.,,,2018-11-21,,,,G.U. 279,2018-11-30
872,NIEDDA CARTA N.,,,2018-11-21,,,,G.U. 279,2018-11-30
873,ORISI N.,,,2018-11-21,,,,G.U. 279,2018-11-30
874,RECUNU B.,,,2018-11-21,,,,G.U. 279,2018-11-30
875,SALUDA E PASSA N.,,,2018-11-21,,,,G.U. 279,2018-11-30
876,SELEZIONE VEDELE B.,,,2018-11-21,,,,G.U. 279,2018-11-30
877,USIRIOTO N.,,,2018-11-21,,,,G.U. 279,2018-11-30
878,VERSOALEN B.,,,2018-11-21,,,,G.U. 279,2018-11-30
879,VITRAROLO N.,,,2018-11-21,,,,G.U.279,2018-11-30
880,ANIGA BRAGIA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
881,BIANCA ADDOSA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
882,COLATAMURRO N.,,,2019-05-23,,,,G.U. 132,2019-06-07
883,DORONADU B.,,,2019-05-23,,,,G.U. 132,2019-06-07
884,ELMO N.,,,2019-05-23,,,,G.U. 132,2019-06-07
885,FURCINA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
886,GIOSANA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
887,LICRONAXU ROSA Rs.,,,2019-05-23,,,,G.U. 132,2019-06-07
889,MOSCIANELLO B.,,,2019-05-23,,,,G.U. 132,2019-06-07
890,NIGHEDDU POLCHINU N.,,,2019-05-23,,,,G.U. 132,2019-06-07
891,NURAGUS ARRUBIU Rs.,,,2019-05-23,,,,G.U. 132,2019-06-07
892,PANSALE B.,,,2019-05-23,,,,G.U. 132,2019-06-07
893,PLAVINA N.,,,2019-05-23,,,,G.U. 132,2019-06-07
894,POLOSKEI MUSKOTALY B.,,,2019-05-23,,,,G.U. 132,2019-06-07
895,PROCU NIEDDU N.,,,2019-05-23,,,,G.U. 132,2019-06-07
896,RONDINELLA Rs.,,,2019-05-23,,,,G.U. 132,2019-06-07
897,ROSONADU Rs.,,,2019-05-23,,,,G.U. 132,2019-06-07
898,SANTA SOFIA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
899,SCHIOPPETTA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
900,SGRANARELLA B.,,,2019-05-23,,,,G.U. 132,2019-06-07
901,SINNIDANU B.,,,2019-05-23,,,,G.U. 132,2019-06-07
902,CIGLIOLA BIANCA B.,,,2020-01-07,,UVA ATTINA,,G.U. 16,2020-01-21
902,CIGLIOLA BIANCA B.,001,I-CRSFA- Regione Puglia C87,2020-01-07,66/71/11/80,,,G.U.16,2020-01-21
903,SANTA TERESA B.,,,2020-01-07,,,,G.U. 16,2020-01-21
903,SANTA TERESA B.,001,I-CRSFA- Regione Puglia C110,2020-01-07,66-71-11-80,,,G.U. 16,2020-01-21
904,BIONDELLO B.,,,2020-06-09,,,,G.U. 152,2020-06-17
905,CARRIERI B.,,,2020-06-09,,,,G.U. 152,2020-06-17
906,BRETTIO NERO N.,,,2020-06-09,,,,G.U. 152,2020-06-17
907,KERSUS B.,,,2020-06-09,,,,G.U. 152,2020-06-17
908,PINOT ISKRA B.,,,2020-06-09,,,,G.U. 152,2020-06-17
909,VOLTURNIS N.,,,2020-06-09,,,,G.U. 152,2020-06-17
910,PINOT KORS N.,,,2020-06-09,,,,G.U. 152,2020-06-17
911,PINOT REGINA N.,,,2020-06-09,,,,G.U. 152,2020-06-17
912,MATURANO NERO N.,,,2020-06-09,,,,G.U. 152,2020-06-17
913,UVA GIULIA N.,,,2020-06-09,,,,G.U. 152,2020-06-17
914,RECALDINA N.,,,2020-06-09,,,,G.U. 152,2020-06-17
915,PECOLO SCURO N.,,,2020-06-09,,,,G.U. 152,2020-06-17
916,CABERNET BLANC B.,,,2020-06-09,,,,G.U. 152,2020-06-17
917,CABERTIN N.,,,2020-06-09,,,,G.U. 152,2020-06-17
918,PINOTIN N.,,,2020-06-09,,,,G.U. 152,2020-06-17
919,TERMANTIS N.,,,2020-06-09,,F22P09 N.,"Uve non utilizzabili per i vini a denominazione di origine ex art. 33, comma 6 della legge n.238/2016",G.U. 152,2020-06-17
920,NERMANTIS N.,,,2020-06-09,,F22P10 N.,"Uve non utilizzabili per i vini a denominazione di origine ex art. 33, comma 6 della legge n.238/2016",G.U. 152,2020-06-17
921,CHARVIR B.,,,2020-06-09,,F23P65 B.,"Uve non utilizzabili per i vini a denominazione di origine ex art. 33, comma 6 della legge n.238/2016",G.U. 152,2020-06-17
922,VALNOSIA B.,,,2020-06-09,,F26P92 B.,"Uve non utilizzabili per i vini a denominazione di origine ex art. 33, comma 6 della legge n.238/2016",G.U. 152,2020-06-17
923,GRECARESE N.,,,2021-02-10,,,,G.U. 43,2021-02-20
924,LAGARIO N.,,,2021-02-10,,,,G.U.43,2021-02-20
925,MORETTO GROSSO N.,,,2021-02-10,,,,G.U. 43,2021-02-20
926,NEGRELLONE N.,,,2021-02-10,,,,G.U. 43,2021-02-20
